comment,sentiment
追评：期末考试不应该出填空题，视频中找不到完全对应的原句样板，存在答案死板错误识别的，为难人，而且从2号发了考试的公告后助教就没再上过讨论区，最后的总分让人很无语，只给89还只是合格，算了下只可能是讨论才给4分，明明课堂交流区都满10个帖了，估计是只设了合格一个档，好好的一个课让填空题给毁了||从哲学的视角解读人工智能给人带来的不一样的体验，但感觉不够深入，内容也有点偏少，部分视频声音偏小,0
我去这种水平？,0
jindutiOXIANSHIBUCHULAI,0
非常不好用,0
很不错，体验很棒,0
因为<三国志>！我才来听。,0
这什么教授啊，囫囵竟然读成ling  yu，对圣人的从政竟然评作“不理想”。看来需要做的功课还很多，别摘词钻营误人子弟啊。根本不懂圣人，还来讲评，以讹传讹，害人害己！,0
"课程略显深奥
",0
作业内容与讲课内容重叠性太小,0
查不到观看记录，记录上传太久，总是崩溃，让我对APP很失望,0
为什么后面加载不出来？,0
经过学习使我受匪浅,0
过了时间就不可以再进行测试，导致作业的错失。,0
学完了，却显示未更新  ，也是醉了  看了有七八遍了,0
純理論兼讀稿，浪費時間,0
感觉全都理论的东西，没有实际操作的讲授。虽然理论指导实践，好歹演示下实践啊。,0
很多地方不敢苟同。,0
内容冗杂，不易理解,0
内容与课题不符合,0
来晚了，已经结课,0
课件都上传错了，有点小失望，真的，,0
使我对资治通鉴有了初步的了解，也有了一些兴趣对其历史背景政治背景都有了理解和见识，很好的课程。,0
"言者昭昭，闻者昏昏。学生无法得出老师的因果逻辑。林老师只拿军工产业说事，缺乏代表性。为什么不用能源产业？这样更具有一般性啊？原来是为了批判产权学派。这样用特例来说事，不具有说服力。
课件粗制滥造，人为切割。准备不足，仓促上线，精力投入不足，且迟迟不给学生提供PPT。课程早已结束却迟迟不考试，难道是要学生天天复习？违背教学的基本规则。
利用中国大学慕课的平台推销理论尚不成熟、存在很大争议的一家之言，不妥，是在误导学生。",0
林老师是个叛徒,0
形式大于内容，且浪费研究生的科研时间,0
开课时间一推再推，推迟了至少三次，太耽误事了,0
讨论强制定数量有点憨憨,0
非常形式，本身就是不尊重教学的方式进行。,0
内容空洞，管理混乱,0
课程内容不错，但只是课程录像，第一部分语音不清楚，第二部分录音清楚了，但会有无缘无故的音乐。也没有课件提供。,0
知识专业有深度老师讲课深入浅出有课件就好了,0
学习了新概念——同伴教学法，如何来指导自己的教学工作。,0
录制效果太差了，几乎听不到老师说话,0
这部课程挺难的,0
根本听不清在讲什么,0
老师讲的形象生动让人易学易懂。,0
很一般，不用心，没有一点北大教授的样子。,0
这种课有什么意义？,0
"不好，学了以后还有记录不全的
",0
要找的资料太多,0
。。。。。。。。。,0
课程内容多关注女性 ，忽略男性,0
111而额哇撒认为,0
系统能将声音调大一点吗？这边播放已将声音放至最大，还是有些听不清楚。,0
"一直掉线，不怎么样
",0
老师讲得深入浅出，很好，希望能开更多这方面的课，讲得更多一点,0
认识很多关于女性的知识，这是一门很值得学习的课程。,0
从理论上学习了有关知识，希望能纠正以往错误的认识，走出误区。,0
课程内容很一般,0
这个课程很好，唯独不好的就是只能看到讲师二看不到想看的文字，应该把文字播放出来让人看，讲师讲的我们才能理解,0
我觉得非常好,0
差评，明明有的课程就是不显示,0
看过的课为什么不显示,0
真的垃圾  登录都半天进步来,0
为什么我认真学习了   还是没及格  这是为什么,0
无语。。。。,0
授课对象不确定，有点泛泛而谈，逻辑性不是很强,0
11111,0
太难了 非本专业被要求来学习真的一窍不通,0
很喜欢老师的授课风格，非常感谢！,0
老师讲的很好,0
测验不了，加载的速度太慢了，优化体验太差,0
不绑定手机号可以学习吗？,0
方便学习，点赞,0
开户了一道门，讲得非常棒！,0
课程简捷易懂，联系现实，激发学习兴趣！,0
真的很不好,0
课程讲授的十分有逻辑性并内容介绍简洁明了，让人听起来很快能够理解，像新教伦理与资本主义精神这样的经典之作，能够从历史背景及现实启发视野进行导读确实有功底。,0
对宗教与理性的关系有了新认识，对资本主义精神有了新的认识，对韦伯论证的方法论有了新认识。,0
xgfxjytdjhyt,0
了解到病毒的发展史，愈演愈烈，但是我们不断进步在科技医学发展得到质的飞跃，不断地去克服困难，各个击破。各式各样的病毒都源于自然，一定要注意卫生，防患于未然,0
"老师们讲的课程内容页没问题。但是这们课程的整个运营实在是差到极点，没有比较就没有伤害，我同时mooc有7门医疗课程在学，本课程体验是最差的，尤其是时间设置极度不人性化，列如：

1、所有课程都是10月28日单元测试截止，唯独第三周是9月24日截止，而第三周的课程上线公告发布时间是2018年09月23日 21:34，上线到结束一天，合理吗？第一第二周都是10月28日结束为何第三周冒出来单独9月24日结束？就此事我在讨论区发起了反馈，未得到团队有效答复。

2、课程发布周期毫无规律难以提前规划学习。 九月份的三次课程大致还遵循一周上线一章，公告也间隔着发，可以一个月时间内灵活安排时间学习。10月14突然连发3周课程，10月20日又发一周，都是10月28日结束，四周课程只留了1-2周学习时间，非常紧迫。什么时候发课程搞的提心吊胆的是否错过。

3、期末考试时间安排和公告一样不合理。何时考试也是跟游戏似得猜。能不能课程介绍一开始就大致说一下整个时间安排（不一定精确），尤其是测试和考试截止时间，便于学生整体把握。

建议好好参考武汉大学《解剖与临床》的公告和课程运营。不要辜负复旦这个名声。",0
被迫学习。。,0
还可以 一般般,0
了解了病毒的来源以及如何防止病毒,0
为什么没有到提交时间，却自动提交了,0
总是显示我没学完，可是我都学过了,0
软件经常崩溃差评,0
网上授课，观看比较方便，便于我们随时发现问题进行讨论,0
让我知道平时要注意病毒的防范工作 要勤洗手，在公共场合要戴口罩，保护自己 也保护他人,0
当天看不能显示有没有看，差评,0
第八讲的测验有些疑问，填了笔记上的正确答案，为什么还显示是错误的,0
无ppt无ppt,0
这是北大的讲课水平？？？深表怀疑，听不下去,0
本来是冲着对课程比较感兴趣报名的，课程的内容很不错，拓展了我的知识面。但是所有的作业老师都没有批改也没有公布成绩，讨论区的疑问也从来不回复。看其他同学在讨论区的讨论应该是有涉及线下课程内容，那老师是不是也应该告知一下我们线上的同学？（最后也不清楚证书什么时候开放……课程都结束一段时间了）,0
有点失望，老师完全照本宣科，亏我还买了修辞学教程这本书。,0
真实期末考试时间与公告期末考试不一致，导致我的期末成绩无效，我是在公告的时间内答题的，可是提交试卷后却提示已经过了提交时间。我在意见反馈中留言也迟迟没有得到任何反馈，20号就截止申请证书了，我的这个问题还能不能得到解决了？这个平台也没有任何客服，用户体验太差了。,0
受益匪浅值得学习我将继续努力学习,0
陈老师讲得深入浅出，很棒！,0
五星好评，分期付款,0
老师的讲解为我解答了很多在自己学校的课堂中无法解决的问题,0
不好不会不想听,0
haohaohaohaohao,0
老师口语很不流利,0
电脑看了没记录，很生气,0
差评差评差评,0
胡说八道 老子都没读过,0
…………我们都要好好学习,0
对长胶，正胶，生胶有了新的认识,0
"教学,既是科学又是艺术,是科学和艺术的结合.教学,无论教什么学科首先是教,它是工作,是科学性的工作；但教的方法是有艺术性的,又是集多种艺术于一身的,如：语言学、心理学、逻辑学、管理学、哲学、演讲学等等.",0
心理学，对于教育工作者而言，让我们更加了解学生的心理变化，非常重要。,0
全是英文，课件不能下载,0
我不是学医的，为啥要看医学的东西,0
理论性太强，,0
英文ppt，爷看不懂。来点中文字幕谢谢,0
呵呵，这作业互相评价。。。。我就呵呵,0
好好好好好好好,0
"很好课程很精良
 
",0
没有任何收获,0
看了半天没啥子,0
课时学了不更新,0
1.23E+11,0
内容太少了，课程太短。,0
老师结巴（我用的还是*1.75倍数的），感觉例子太少，大部分只是读了PPT虽然懂了但是课堂枯燥乏味，综合对比听了挺多经济学的课确实落后于一般教授教授水平与课堂氛围，网课不是只是读做好的PPT，倘若没有互动般的气氛，授课老师即使拥有顶尖的牌面，但是课还是烂课。（以上只是我个人感受，具体以个人听课为准）,0
.......,0
好卡。。。,0
BUSHIHENXIHUAN ,0
有时候会很卡，刷新一下就自动退出页面,0
呵呵呵呵呵,0
"  垃圾!!!!!            看过的视频显示没看

",0
课程挺不错的，内容时间都比较合适,0
bug太多了吧,0
APP太卡了,0
越看，学习过的课时越少,0
刷新太慢，太慢，太慢了,0
只是告诉你有这么一个东西，和看新闻差不多差不多。,0
不值得看，这个是不太懂人工智能的人讲人工智能！缺乏逻辑。,0
不知道哪个看完哪个没看完,0
为什么禁言,0
呸呸呸呸呸呸怕,0
"真他妈差劲
",0
非常无趣的一门课程,0
真不明白学校领导怎么想的，老师怎么安排的，考试要么考完要么统一。服了。,0
网课一点没用,0
啥玩意都没看懂,0
66非常好,0
"1、年龄在35岁以上，久咳，特别是频繁不止的呛咳，短期内查不出原因。

　　2、发生感冒或支气管炎后，咳嗽久治不愈且症状逐渐加重。

　　3、咯血痰反复不愈，且有不固定的间歇性胸部疼痛。

　　4、患有肺结核或慢性支气管炎的患者，原有的咳嗽规规律突然改变。

　　5、突然出现渐进性气短、胸闷，胸透有胸腔积水，但身体却没有发热症状。

　　6、胸透显示“肺部炎症”，经治疗不能彻底控制，症状反复出现或加重。

　　7、不明原因的关节、肌肉顽固性疼痛及皮肤麻木、灼痛，虽有发热，但全身症状不明显。",0
"讲的比较基础 感觉没有什么提升
",0
比较boring,0
讲课很不顺畅，感觉一直在念课本，把一些别人研究的案例拿来说，没什么他自己的见解和分析，听起来很枯燥无味，学了2章，感觉没什么收获。全是基础面的知识重复和碎碎念，这些百度就知道了，何需要花那么多时间来上课。,0
让我感到了科学技术的巨大魅力,0
飞舞东西 我热了你妈了,0
垃圾。。。。。。。,0
有点失望，质量不好,0
课程讲的很好,0
发布的上课时间内根本没有上课视频可看，这是怎么回事？,0
轻松增长知识。,0
课程讲解非常透彻，深入浅出。,0
老师口误可真不少，尴尬癌都发了,0
看到评价不错才进来，北大教授们讲的的确不错。不过慕课制作太不走心了。。。讨论区提问n天都没有老师答疑的，这样也能被评价为老师积极答疑？,0
nnnnnjjj,0
没有证书及总评成绩,0
老师们讲得非常好！收获颇多，喜欢听！,0
hddbdhdj,0
我耳朵聋了，听不清啊,0
没有声音。,0
非常好用，可以回播，便于理解。,0
连简单的读音都读不准确 咋当上北京大学教授的 失望,0
特别差，不好用,0
全出填空题这老师够狠，团灭的节奏,0
进度计算的不好,0
太水了，这么有意思的课讲得好面,0
课程看完了不显示，软件有毒,0
12345,0
总是话还没说完就下一段视频了，感觉这个课程感觉像是不完整版本的,0
材料很丰富，很有收获。,0
知识点解释少，讲得快,0
没有学懂，让我再听一遍。,0
为什么今天还不开,0
更好的了解了当代文学作者和他们的作品 有新的收货 ,0
在手机上面看不见练习题,0
"老师讲解的比较详细，结合演示，更加的清晰。
",0
哪里好了，像背书一样的。,0
期末考试时间不提前通知？错过了直接白上 呕,0
"真欢乐哈哈哈
",0
课程内容清晰，讲解详细。,0
内容不够充实，考核不够严谨，上课体验较差。,0
渣渣渣渣渣,0
形式主义太重，学习压力大，任务重,0
证书太贵.....,0
主要是这个软件一直闪退，我听不了,0
很喜欢教师授课的风格,0
"还可以，要不是每一放松放松，我都懒得评价！
",0
"不是我可以玩的
",0
不好，浪费资源,0
讨论要求这么多字数，有点形式主义,0
考试没有通知，容易错过,0
五颗星，分期付，第1/5次给星,0
作为一个大学课程，这门课已经非常差劲，但我作为爱好者，多少觉得本课内容有些骨感，情怀有些内敛。希望MOOC网能为老师们建立每一门课的优秀模板，补充具有吸引力的内容，丰富老师的教学技巧，让老师们上课时有章法可循，不用自己在繁重的科研任务之外还要探索如何教学。,0
这玩意太恶心,0
课件观看不记录精度，软件细节还有上升空间。但是学习了此课程之后，我觉着更要好好维护祖国，维护毛泽东思想和中国特色社会主义理论体系，做好中国共产党的接班人。,0
"有点无聊，不吸引人
",0
。。。。。。。。,0
不可以补交考试，也没有推送，真的吐了，期末考试也没有推送，允许消息通知每天都是垃圾广告。也不知道怎么想的。线上线下都有考试，好歹线下考试老师会说得很清楚，这完犊子，服了。,0
"无无无无无

",0
感觉主观性太强，不利于自我价值观的塑造,0
really shitty,0
"123456
",0
。。。。。,0
qargrthtr,0
视频太卡了！！！,0
"平台功能很差
",0
挺好的，尤其是在疫情期间，出不去，在家学习这些对身体很好,0
没有什么感受,0
，，，，，，，，，，，，，,0
课程很难。,0
"My name is Van, I am an artist, I am a performance artist. I am hired for people to fulfill their fantasies, their deep dark fantasies. I was gonna be a movie star... you know, modeling and acting. After a hundred and two additions and small parts, I ",0
花里胡哨，很烦,0
lj软件，fw软件开发员，编的什么nmzz软件,0
简单易懂，有趣,0
学习收到很多启发,0
衮衮衮衮衮衮,0
总是不知道学到了哪儿，也没有记录,0
啊啊啊啊啊啊太烦了,0
没意思不好玩,0
念课文？这是大学老师还是小学老师？,0
很好的帮助了我们,0
"慕课确实不错！
",0
不好啊啊啊,0
学到了很多知识,0
好哈哈哈哈哈,0
不就是在念书吗(=ＴェＴ=),0
作业太多了,0
难受，难受难受,0
答题非常麻烦,0
讲的和最后考的似乎关系不大,0
再详细点把,0
。。。。。。,0
进度显示太慢了,0
网课是我最快乐的时光,0
视频无法播放等等,0
天天弹出来,0
课时都不对,0
课程讲解详细，知识丰富。,0
不太好，很多东西没说清楚,0
"看了好多遍了，就是不给我记录，害的我一直要重新看
",0
不好不好不好,0
"没有什么感受。我不想评价。
",0
"我觉得此课程应该多用些实列
",0
"课程很有效，对我们的学习很有帮助！！

",0
。。。。。,0
"非常好用，大家快来学啊
",0
ljljljljljlj,0
。。。。。,0
"真没啥意义
",0
"无内容无色彩
",0
........,0
"了解比较多关于毛泽东思想和中国特色社会主义理论
",0
所以我的学费就这样没了？,0
人多的时候，太卡了，很影响心情,0
清楚明了 课程适中,0
统计有问题,0
。。。。。。。。,0
要我看几遍第一节课？,0
太卡了！！！,0
我觉得不太行,0
滚快快快坎坎坷坷,0
太卡了。。。。,0
不想上网课,0
嗯嗯呵呵了,0
太卡了。。。。。。。,0
。。。。。。,0
烦反反复复烦,0
你太卡了啊,0
学习时间计算机制极差，漏洞问题百出,0
还行啦啦啦啦,0
比较垃圾 主要是考试测评和作业操作一点灵活性都没有,0
哈哈哈哈哈哈哈,0
看完没记录，还老进不去,0
不好，像和尚念经，有气无力。,0
缺乏独立辩证的思考,0
"就是服务器容易崩溃
",0
说的好不清晰，听着好吃力。,0
abcdh,0
希望这个平台不要只考虑老师，希望也考虑一下学生,0
2.45E+12,0
很失望，制作粗糙，老师口音重，口语逻辑乱，还来回晃身挡课件。课件目前也不提供下载。,0
不错，内容深刻，引人深思,0
"老师普通话太差，视频也没有字幕，不贴着音箱听不清讲什么。
唉～",0
这慕课的算分方式真的有问题，我和同学的看视频，做题情况都一模一样，一个人40分，一个人80分，傻子也不这样算分……,0
真的是很好的软件呢,0
挺不错的呀！,0
太浅，这是给大学生上的课么？,0
连续两天电脑端打开官网但是进不了课程,0
好课为什么让醉汉来讲，话都说不清楚咋听啊,0
课程非常好，虽然老师口音有点重，但是不影响内容非常有趣，就是最后分数计算错了，体验不太好,0
？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？,0
深刻学习了毛泽东思想内容,0
"很不错的，充实
",0
网址让我很难受,0
"内容不精炼
",0
没啥大用啊,0
哲学真是一门诡秘的学问，逻辑是严密的。,0
上完课了这进度条也不变,0
从未讲过那门课一上来就讲这么多大而空的地位的，因该从马原的基础出发。许多话过于绝对，至于马原与其他理论体系的差别问题，竟然有科学性？其他理论体系都不科学吗，我不信。,0
视频卡顿，看不了,0
太麻烦了，不简洁,0
加载不出来就算了  至少显示课时吧！什么鬼 想骂人了都,0
"课程内容丰富精彩，老师的讲解很详细容易理解
",0
不错啊啊啊啊啊,0
学完了所有课时，但显示有未完成课时,0
原点总是一半,0
bug有时很多，并且进度有时提交不上,0
不咋地啊，这平台,0
我不满意我不满意我不满意我不满意,0
这位老师啊.... 你讲课的视频你自己看不？挺好的课程让你给讲的稀碎啊.... 那些评论好的，你们是没有标准的吗？说点实话不好吗？一星纯粹是冲着课程内容本身给的,0
没有3倍速,0
破网，我服了，看了一百遍进度也没录上，一会去app store里也给你打一星，气死了,0
为什么看完视频不增加课时,0
你奶奶个熊,0
拉吉繁琐 给学生带来不便,0
这门课是烂尾了？,0
讲的不咋地啊还是武大的好,0
这个老师教学是照着课本一字一字照念，没有创新，听的没有一点兴趣，听得让人心累。一点都不通俗易懂,0
没用，听不懂，用来糊弄其他学校的,0
照本宣科，教材一般,0
good nice,0
就光念ppt我也可以讲课,0
"有什么好说的
",0
"作业太难了
",0
讲的一点都不好 没有感情只会念ppt,0
ckascascjas,0
"。。。。。
",0
？？？？？,0
进度刷不上，听了好几遍课程进度还是有问题,0
一点收获没有,0
"网站不知道为什么总崩溃更新学习进度很慢很多次没有违规的看完了还要再看第二遍第三遍第四遍
",0
老师讲课认真,0
。。。。。,0
讲课和念稿子一样，这种人是怎么当上老师的？,0
我真的听不懂那个女老师的讲解,0
第一章课程无法记录啊，上个星期学的内容，现在还没更新过来，显示不了小绿点，,0
0,0
总是记录不上,0
只知道读ppt，不知道怎么成为老师的，比我这个学生水平还差,0
tebiechahdueh,0
过于无聊啊,0
不知道没做过实验的文科生有什么资格给冲在科研前线的人讲“科学”,0
真心不错的,0
感觉很没用,0
讲的很生动，值得学习！,0
我看了好几遍还是半圆  难为强迫症  真的受不了了,0
不喜欢网课,0
我看三遍了，还记录不上，玩我呢？,0
"趁早下架吧·
",0
呃呃可以的,0
"看好几遍都记录不上
",0
"看了好几遍还显示没看，浪费时间！！！
",0
操作麻烦，每次开课都找不到,0
老师讲课的颤音，感觉她太紧张了，听起来很不舒服。,0
shabi软件 我都学了多久了？？,0
很好很吸引人,0
测试已经做过了，不算课时,0
服务器不行,0
很多bug没有修复，有些功能没有提前告知，测试题没有部分提问就有问题,0
课程没有创新的地方，老师就像PPT复读机,0
有点失望呢。,0
评论刚开始没有做硬性规定，但后期又强制评论还限制评论截止时间，这样很不合理，最后成绩占比安排及其不合理，既然讨论那么重要还看什么课程？做什么课后题呢？,0
12345,0
讨论让讨论那么多真是醉了！,0
无呜呜呜呜‘’,0
读讲义，空教条,0
有一些失望,0
从目录学的组织、发展历史、发展趋势有了思想价值的系统认识,0
其实挺好的，只是学校课业太繁重，这么好的网课，只是用来刷，而没有认真学，实在是一种浪费,0
看过视频不记录,0
看了一万遍愣说俺没看，服了,0
666666,0
我的时间记不上,0
我觉得慕课课程有点无聊 可以加入一些游戏元素 让孩子们学习更有兴趣,0
。。。。。。。。,0
我们课程很多，老师还硬要抄笔记，浪费太多时间了,0
念ppt，汉字大家认得全。,0
"看了好几次才有点懂
",0
。。。。。,0
学习到英语听力方面的技巧,0
132445,0
的东西嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻,0
醉了 明明看完了就是显示未完成 看了三遍还是一样 ,0
辣鸡软件，可以倒闭了,0
简直无语了，这个测试真的一点也不合理！一共听了两页纸的英语，就只抽几题,0
证书还要钱,0
太枯燥了，难以理解。,0
app用不了，垃圾,0
为什么总显示我没完成,0
学到了很多知识！,0
照本宣科式的教学。,0
你是真的垃圾,0
卡到崩溃 30分钟的视频能看一个半小时,0
垃圾、、、、,0
bug太多,0
你是真的卡，而且老是程序崩溃。,0
服务器直接炸了,0
太卡了，，,0
明明学完了 课程不显示,0
做了题不显示，差评,0
学完了不算我学,0
 很好很好很好,0
我就想知道我看完了怎么没有记录,0
看完了不绿,0
收获很大！,0
没有ppt课件,0
为啥总是莫名有其他的音乐呢？！还忽大忽小的！！！！！！,0
念PPT念提词器式授课，第七章以后的都没了有挂羊头卖狗肉之嫌，团队不走心真掉份,0
老师讲得很好,0
非常非常令人恶心的课程，没有任何意义。,0
视频播放完自动播放下一个视频，但是如果想重新看某一节，就无法播放了。,0
"。。。。。
",0
"实操起来还是真难。因为遇到的情况和课程上讲的千差万别。
不过还是感谢老师。",0
"好
很好
非常好",0
不明白怎么结算的,0
不咋地，坑坏了学生,0
。。没啥说的，根本没用，还说啥，一颗星都不想给,0
真好，学习真快乐,0
听不懂啊啊,0
课程很好，值得观看。,0
受益匪浅！！！,0
无任何评价,0
"很无聊    。。。。。
",0
刘凤老师讲的太差 说话不连贯 语言不流畅 每句话之前都要加那么 北大居然有这种老师,0
老师和课程内容挺好的，就是这不能申请电子证书；只能申请纸质证书，而且价格100元，远远超过了证书的制作与运输费。那你当时直接设置成100元的付费课程，让人选择学还是不学不好吗？（我原来也没有抱着想拿证书的态度学习，后来才看到考完有证书），现在变相收费。学个心理课，最后弄得心里很纠结/,0
gun吧shab,0
测验没有提醒时间，导致我错过测试时间，很难过。,0
掌握点病学知识很有必要。,0
zaijianbazaijianba,0
学习流行病学的知识对生活有用,0
不行啊，没答案,0
     。。。。。。。,0
难度过大了,0
"心理真的重要 尤其是对儿童们
",0
老师的课程很棒，但我接受的不好,0
很棒的学习方式,0
课程很好，自己学习到了许多,0
有些题做完也没有答案,0
人工智能真的就在我们身边,0
我受益匪浅,0
系统识别能力很差，我打对的代码还说错了,0
课程本身枯燥，而且犯了很多老师的通病照本宣科,0
老师讲的太跳跃了，举力学的例子本身就理解就费点力气，转化为代码就更难理解了。看来果然是给学霸们开的课，不需要接地气。,0
"老师讲的相当于什么呢 相当于有点含糊不清 ，他这个相当于说的有点乱，换句话说他相当于呢相当于什么呢 相当于有点这个这个

麻烦看评价的老师您也看几节这个课。。",0
打算换北理的课程来学,0
buxing,0
看过的课程或没看完的课程没有提示,0
北京大学的老师，讲课照着ppt一直一直念，有意思吗？,0
讲得真的很一般。,0
"只会读ppt
",0
在规定时间里作业互评我都没开始给评分呢，点击开始评分就显示“你已经提交了你的作业评分”，害我评分阶段没有完成。（互评时间还没结束）。很失望,0
这门课应该是我在慕课上面听得最差的一门python课程了，没什么特色，不知道为什么还有这么多人评价这么高。北京理工和南开大学的就很好，一个偏实战，一个偏理论，这一门课有点四不像的感觉。,0
222,0
老师讲的内容很好，仔细，对我们的学习有很大的帮助,0
陈教师讲课通俗晚懂，学到很多，谢谢！,0
比起其他python课程真的差多了，浪费了时间，讲得难以理解，只是嘴上说说说，不推荐初学者学习,0
课程内容设计新颖，对日常生活中的会谈与交流，有较强的实践指导作用，谢谢老师的讲解，也谢谢ＭＯＯＣ平台。,0
"每天看一次，真的不想看到开课时间待定这几个字

                                                                                                                                 
                             啊啊啊啊啊疯了疯了是不是过去一年多了啊啊啊啊啊啊                  什么时候能开课！！！！！",0
这门课程已经挂了半年多了，请问还开吗？,0
求！早点开课啊！,0
快2年了！！！！！！！！！！！！！,0
什么时候开课？,0
非常好的课程！,0
天，什么时候开课,0
什么时候能开课啊,0
。。。。。。,0
什么时候开课啊,0
通过会谈案例深入浅出地演绎枯燥的专业术语，更加容易理解。不断地回放会谈视屏，更能有比较地掌握知识的运用。,0
perfect,0
收获大大滴！,0
华而不实的课程,0
只是在读PPT,0
怎么现在看不了啊 我很想看,0
学到了很多，也了解了很多以前不了解的变革史。还会好好学的。,0
通过培训学习，是自己的理论基础，道德水准，业务修养等方面有了比较明显的提高，进一步增强了学习理论的自觉性与坚定性，增强了做好新形势下本职工作的能力和信心。,0
目标是学以至用，内容丰富，很棒,0
差评，垃圾,0
课程内容组织丰富，授课方式风趣幽默，教学效果非常好。,0
非常切合实际，实用。,0
看完受益匪浅，学会了许多与他人谈话的技巧。同时，也发现了自身问题,0
很实用的课程。,0
课程不是太实用,0
超级喜欢陈老师的课，很有收获,0
感受颇深，’受益匪浅。,0
"老师讲解通俗易懂，学习时间自己控制，内容讲解详实。
",0
收获感受不同凡响,0
很实用，大开眼界,0
很实用！！,0
演技尴尬，情节假,0
"积极关注,情感表达",0
"很好，减少了交易成本

",0
